Wikisurvey ID,Idea ID,Idea Text,Wins,Losses,Times involved in Cant Decide,Score,User Submitted,Session ID,Created at,Last Activity,Active,Appearances on Left,Appearances on Right,Info
11009,679477,Household income,5,0,0,85.7143,FALSE,4984544,2017-06-28 03:49:23 UTC,2017-07-04 05:20:11 UTC,TRUE,3,5,NA
11009,679475,Income to poverty ratio,3,0,0,80.0,FALSE,4984544,2017-06-28 03:49:23 UTC,2017-07-04 05:20:17 UTC,TRUE,3,2,NA
11009,679674,Mother's incarceration,2,0,0,75.0,TRUE,4984976,2017-06-28 16:36:15 UTC,2017-07-04 05:20:35 UTC,TRUE,2,3,NA
11009,679480,Mother's education,2,0,0,75.0,FALSE,4984544,2017-06-28 03:49:23 UTC,2017-07-04 05:20:03 UTC,TRUE,3,2,NA
11009,679678,Never-married mother,1,0,1,66.6667,TRUE,4984976,2017-06-28 16:36:46 UTC,2017-07-04 05:20:11 UTC,TRUE,6,0,NA
11009,679484,Child's race,1,0,0,66.6667,FALSE,4984544,2017-06-28 03:49:23 UTC,2017-06-30 14:08:03 UTC,TRUE,0,1,NA
11009,679481,Father's education,1,0,0,66.6667,FALSE,4984544,2017-06-28 03:49:23 UTC,2017-07-04 05:20:15 UTC,TRUE,0,2,NA
11009,679673,Mother's age at childbirth,3,2,0,57.1429,TRUE,4984976,2017-06-28 16:36:10 UTC,2017-07-04 05:20:32 UTC,TRUE,0,6,NA
11009,680691,Parent's race,0,0,0,50.0,TRUE,4987385,2017-06-30 14:08:39 UTC,2017-07-04 17:08:27 UTC,TRUE,0,0,NA
11009,679681,School quality,1,1,1,50.0,TRUE,4984976,2017-06-28 16:37:04 UTC,2017-07-04 05:19:51 UTC,TRUE,3,1,NA
11009,679676,Mother's non-standard work hours,1,1,0,50.0,TRUE,4984976,2017-06-28 16:36:30 UTC,2017-07-04 05:20:30 UTC,TRUE,4,1,NA
11009,679671,Foreign-born father,2,2,1,50.0,TRUE,4984976,2017-06-28 16:36:00 UTC,2017-06-30 14:08:22 UTC,TRUE,2,3,NA
11009,679669,Father's multiple-job holding,0,0,0,50.0,TRUE,4984976,2017-06-28 16:35:47 UTC,2017-06-28 16:37:34 UTC,TRUE,0,0,NA
11009,679668,Father's incarceration,0,0,0,50.0,TRUE,4984976,2017-06-28 16:35:40 UTC,2017-06-28 16:37:38 UTC,TRUE,0,0,NA
11009,679667,Father's age at childbirth,0,0,0,50.0,TRUE,4984976,2017-06-28 16:35:36 UTC,2017-06-28 16:37:39 UTC,TRUE,0,0,NA
11009,679666,Father absent at time of birth,0,0,0,50.0,TRUE,4984976,2017-06-28 16:35:30 UTC,2017-06-28 16:37:37 UTC,TRUE,0,0,NA
11009,679665,Existing number of siblings,0,0,0,50.0,TRUE,4984976,2017-06-28 16:35:23 UTC,2017-06-28 16:37:36 UTC,TRUE,0,0,NA
11009,679664,Child's birth weight,0,0,0,50.0,TRUE,4984976,2017-06-28 16:35:13 UTC,2017-06-28 16:37:35 UTC,TRUE,0,0,NA
11009,679479,Father's age,0,0,0,50.0,FALSE,4984544,2017-06-28 03:49:23 UTC,2017-06-28 16:05:06 UTC,FALSE,0,0,NA
11009,679478,Mother's age,0,0,0,50.0,FALSE,4984544,2017-06-28 03:49:23 UTC,2017-06-28 16:05:07 UTC,FALSE,0,0,NA
11009,679677,Mother's prenatal smoking,1,2,2,40.0,TRUE,4984976,2017-06-28 16:36:37 UTC,2017-07-04 05:20:17 UTC,TRUE,1,5,NA
11009,679680,Parents are in cohabiting partnership,0,1,0,33.3333,TRUE,4984976,2017-06-28 16:36:59 UTC,2017-07-04 05:19:53 UTC,TRUE,2,1,NA
11009,679679,Number of parental romantic relationships,0,1,1,33.3333,TRUE,4984976,2017-06-28 16:36:53 UTC,2017-06-30 14:07:51 UTC,TRUE,3,1,NA
11009,679672,Foreign-born mother,1,3,0,33.3333,TRUE,4984976,2017-06-28 16:36:05 UTC,2017-07-04 05:20:32 UTC,TRUE,2,4,NA
11009,679482,Household size,0,1,0,33.3333,FALSE,4984544,2017-06-28 03:49:23 UTC,2017-07-04 05:20:35 UTC,TRUE,0,2,NA
11009,679476,Child's gender,0,1,1,33.3333,FALSE,4984544,2017-06-28 03:49:23 UTC,2017-06-30 14:08:03 UTC,TRUE,1,1,NA
11009,679675,Mother's multiple-job holding,1,5,0,25.0,TRUE,4984976,2017-06-28 16:36:21 UTC,2017-07-04 05:20:15 UTC,TRUE,4,3,NA
11009,679670,Father's non-standard work hours,0,2,1,25.0,TRUE,4984976,2017-06-28 16:35:53 UTC,2017-07-04 05:20:14 UTC,TRUE,3,1,NA
11009,679483,Divorce or separation,0,3,0,20.0,FALSE,4984544,2017-06-28 03:49:23 UTC,2017-07-04 05:20:30 UTC,TRUE,4,2,NA
