Wikisurvey ID,Idea ID,Idea Text,Wins,Losses,Times involved in Cant Decide,Score,User Submitted,Session ID,Created at,Last Activity,Active,Appearances on Left,Appearances on Right,Info
11006,679445,Income to poverty ratio,18,3,0,82.6087,FALSE,4984544,2017-06-28 03:38:50 UTC,2017-07-17 20:12:26 UTC,TRUE,12,11,NA
11006,679450,Mother's education,16,3,0,80.9524,FALSE,4984544,2017-06-28 03:38:50 UTC,2017-07-18 05:12:21 UTC,TRUE,7,15,NA
11006,679447,Household income,20,4,0,80.7692,FALSE,4984544,2017-06-28 03:38:50 UTC,2017-07-18 05:12:21 UTC,TRUE,11,16,NA
11006,679637,Mother's incarceration,19,5,0,76.9231,TRUE,4984968,2017-06-28 16:25:19 UTC,2017-07-18 05:12:14 UTC,TRUE,10,16,NA
11006,679642,Number of parental romantic relationships,17,5,0,75.0,TRUE,4984968,2017-06-28 16:26:25 UTC,2017-07-18 05:12:03 UTC,TRUE,18,10,NA
11006,679706,Teacher quality,15,9,0,61.5385,TRUE,4985000,2017-06-28 17:14:25 UTC,2017-07-17 16:53:50 UTC,TRUE,8,16,NA
11006,679627,Child's birth weight,16,10,0,60.7143,TRUE,4984968,2017-06-28 16:23:49 UTC,2017-07-18 05:12:17 UTC,TRUE,16,13,NA
11006,679452,Household size,17,11,2,60.0,FALSE,4984544,2017-06-28 03:38:50 UTC,2017-07-17 18:14:00 UTC,TRUE,14,19,NA
11006,679640,Mother's prenatal smoking,13,9,0,58.3333,TRUE,4984968,2017-06-28 16:25:41 UTC,2017-07-17 16:54:12 UTC,TRUE,9,14,NA
11006,679644,School quality,12,10,0,54.1667,TRUE,4984968,2017-06-28 16:26:37 UTC,2017-07-17 16:53:46 UTC,TRUE,11,16,NA
11006,679641,Never-married mother,14,12,0,53.5714,TRUE,4984968,2017-06-28 16:25:49 UTC,2017-07-17 18:13:46 UTC,TRUE,12,16,NA
11006,679446,Child's gender,9,8,0,52.6316,FALSE,4984544,2017-06-28 03:38:50 UTC,2017-07-18 05:12:03 UTC,TRUE,7,12,NA
11006,680689,Grit is a highly subjective outcome variable dependent upon cultural biases.,0,0,0,50.0,TRUE,4987383,2017-06-30 14:05:59 UTC,2017-06-30 14:05:59 UTC,FALSE,0,0,NA
11006,680651,parenting quality,0,0,0,50.0,TRUE,4987224,2017-06-30 05:19:04 UTC,2017-06-30 05:19:04 UTC,FALSE,0,0,NA
11006,680650,social support,0,0,0,50.0,TRUE,4987224,2017-06-30 05:15:15 UTC,2017-07-04 17:10:16 UTC,FALSE,0,0,NA
11006,679449,Father's age,0,0,0,50.0,FALSE,4984544,2017-06-28 03:38:50 UTC,2017-06-28 16:04:47 UTC,FALSE,0,0,NA
11006,679448,Mother's age,0,0,0,50.0,FALSE,4984544,2017-06-28 03:38:50 UTC,2017-06-28 16:04:49 UTC,FALSE,0,0,NA
11006,679638,Mother's multiple-job holding,11,12,0,48.0,TRUE,4984968,2017-06-28 16:25:26 UTC,2017-07-17 18:13:54 UTC,TRUE,18,10,NA
11006,679634,Foreign-born father,11,12,0,48.0,TRUE,4984968,2017-06-28 16:24:33 UTC,2017-07-17 16:54:26 UTC,TRUE,13,15,NA
11006,679643,Parents are in cohabiting partnership,12,14,0,46.4286,TRUE,4984968,2017-06-28 16:26:31 UTC,2017-07-18 05:12:14 UTC,TRUE,15,15,NA
11006,679628,Existing number of siblings,10,12,0,45.8333,TRUE,4984968,2017-06-28 16:23:58 UTC,2017-07-18 05:12:09 UTC,TRUE,11,16,NA
11006,679635,Foreign-born mother,8,11,1,42.8571,TRUE,4984968,2017-06-28 16:24:39 UTC,2017-07-17 16:54:23 UTC,TRUE,15,9,NA
11006,679629,Father absent at time of birth,10,14,1,42.3077,TRUE,4984968,2017-06-28 16:24:05 UTC,2017-07-06 14:02:33 UTC,TRUE,15,11,NA
11006,679454,Child's race,10,15,0,40.7407,FALSE,4984544,2017-06-28 03:38:50 UTC,2017-07-17 18:13:28 UTC,TRUE,17,12,NA
11006,679636,Mother's age at childbirth,10,16,0,39.2857,TRUE,4984968,2017-06-28 16:25:04 UTC,2017-07-18 05:12:17 UTC,TRUE,20,11,NA
11006,679639,Mother's non-standard work hours,7,12,0,38.0952,TRUE,4984968,2017-06-28 16:25:33 UTC,2017-07-06 14:02:07 UTC,TRUE,16,5,NA
11006,679632,Father's multiple-job holding,5,9,0,37.5,TRUE,4984968,2017-06-28 16:24:22 UTC,2017-07-17 16:54:04 UTC,TRUE,9,7,NA
11006,679631,Father's incarceration,5,10,0,35.2941,TRUE,4984968,2017-06-28 16:24:16 UTC,2017-07-05 13:18:05 UTC,TRUE,8,11,NA
11006,679451,Father's education,5,17,0,25.0,FALSE,4984544,2017-06-28 03:38:50 UTC,2017-07-18 05:12:09 UTC,TRUE,10,15,NA
11006,679633,Father's non-standard work hours,3,16,0,19.0476,TRUE,4984968,2017-06-28 16:24:29 UTC,2017-07-17 18:13:46 UTC,TRUE,11,10,NA
11006,679453,Divorce or separation,4,24,0,16.6667,FALSE,4984544,2017-06-28 03:38:50 UTC,2017-07-17 20:12:26 UTC,TRUE,19,10,NA
11006,679630,Father's age at childbirth,2,16,0,15.0,TRUE,4984968,2017-06-28 16:24:10 UTC,2017-07-17 16:54:15 UTC,TRUE,10,11,NA
