Wikisurvey ID,Idea ID,Idea Text,Wins,Losses,Times involved in Cant Decide,Score,User Submitted,Session ID,Created at,Last Activity,Active,Appearances on Left,Appearances on Right,Info
11024,680024,Father's incarceration,223,58,10,79.1519,FALSE,4985342,2017-06-29 01:26:34 UTC,2017-06-29 18:13:20 UTC,TRUE,158,156,NA
11024,680487,Parent's chronic illness,175,60,4,74.2616,TRUE,4986589,2017-06-29 17:39:08 UTC,2017-06-29 18:09:54 UTC,TRUE,130,133,NA
11024,680030,Mother's incarceration,205,86,9,70.3072,FALSE,4985342,2017-06-29 01:26:34 UTC,2017-06-29 18:09:56 UTC,TRUE,154,164,NA
11024,680026,Father's non-standard work hours,200,110,17,64.4231,FALSE,4985342,2017-06-29 01:26:34 UTC,2017-06-29 18:13:13 UTC,TRUE,172,182,NA
11024,680031,Mother's multiple-job holding,179,101,6,63.8298,FALSE,4985342,2017-06-29 01:26:34 UTC,2017-06-29 18:13:00 UTC,TRUE,160,155,NA
11024,680044,Income to poverty ratio,168,100,6,62.5926,FALSE,4985342,2017-06-29 01:26:34 UTC,2017-06-29 18:09:48 UTC,TRUE,156,150,NA
11024,680025,Father's multiple-job holding,179,113,7,61.2245,FALSE,4985342,2017-06-29 01:26:34 UTC,2017-06-29 18:13:21 UTC,TRUE,157,163,NA
11024,680042,Household income,169,113,11,59.8592,FALSE,4985342,2017-06-29 01:26:34 UTC,2017-06-29 18:13:17 UTC,TRUE,157,158,NA
11024,680045,Mother's education,168,117,9,58.885,FALSE,4985342,2017-06-29 01:26:34 UTC,2017-06-29 18:12:53 UTC,TRUE,157,155,NA
11024,680032,Mother's non-standard work hours,159,112,11,58.6081,FALSE,4985342,2017-06-29 01:26:34 UTC,2017-06-29 18:13:12 UTC,TRUE,158,149,NA
11024,680041,Father's education,170,127,3,57.1906,FALSE,4985342,2017-06-29 01:26:34 UTC,2017-06-29 18:13:21 UTC,TRUE,167,161,NA
11024,680022,Father absent at time of birth,154,119,19,56.3636,FALSE,4985342,2017-06-29 01:26:34 UTC,2017-06-29 18:13:13 UTC,TRUE,142,167,NA
11024,680040,Divorce or separation,161,127,9,55.8621,FALSE,4985342,2017-06-29 01:26:34 UTC,2017-06-29 18:13:04 UTC,TRUE,145,176,NA
11024,680520,country of residence,0,0,0,50.0,TRUE,4986700,2017-06-29 18:02:09 UTC,2017-06-29 18:02:09 UTC,FALSE,0,0,NA
11024,680516,children sick and parents can't attend work,0,0,0,50.0,TRUE,4986680,2017-06-29 17:57:27 UTC,2017-06-29 17:57:27 UTC,FALSE,0,0,NA
11024,680515,Consumer Confidence Index,0,0,0,50.0,TRUE,4986691,2017-06-29 17:57:18 UTC,2017-06-29 17:57:18 UTC,FALSE,0,0,NA
11024,680514,lack of going to work when they should,0,0,0,50.0,TRUE,4986680,2017-06-29 17:56:28 UTC,2017-06-29 17:56:28 UTC,FALSE,0,0,NA
11024,680513,GOOD AND NICE,0,0,0,50.0,TRUE,4986672,2017-06-29 17:54:18 UTC,2017-06-29 17:54:18 UTC,FALSE,0,0,NA
11024,680511,Language spoken at home,0,0,0,50.0,TRUE,4986665,2017-06-29 17:53:49 UTC,2017-06-29 17:53:49 UTC,FALSE,0,0,NA
11024,680510,Company's annual change in revenue,0,0,0,50.0,TRUE,4986652,2017-06-29 17:52:46 UTC,2017-06-29 17:52:46 UTC,FALSE,0,0,NA
11024,680509,father,0,0,0,50.0,TRUE,4986660,2017-06-29 17:52:31 UTC,2017-06-29 17:52:31 UTC,FALSE,0,0,NA
11024,680508,Father's education level,0,0,0,50.0,TRUE,4986644,2017-06-29 17:50:45 UTC,2017-06-29 17:50:45 UTC,FALSE,0,0,NA
11024,680507,Parent's background,0,0,0,50.0,TRUE,4986649,2017-06-29 17:50:37 UTC,2017-06-29 17:50:37 UTC,FALSE,0,0,NA
11024,680506,State of the employing company,0,0,0,50.0,TRUE,4986648,2017-06-29 17:50:23 UTC,2017-06-29 17:50:23 UTC,FALSE,0,0,NA
11024,680505,Mother's employment longevity,0,0,0,50.0,TRUE,4986643,2017-06-29 17:49:51 UTC,2017-06-29 17:49:51 UTC,FALSE,0,0,NA
11024,680504,Yearly income,0,0,0,50.0,TRUE,4986641,2017-06-29 17:49:07 UTC,2017-06-29 17:49:07 UTC,FALSE,0,0,NA
11024,680502,age,0,0,0,50.0,TRUE,4986635,2017-06-29 17:48:37 UTC,2017-06-29 17:48:37 UTC,FALSE,0,0,NA
11024,680501,Industry of work,0,0,0,50.0,TRUE,4986627,2017-06-29 17:46:31 UTC,2017-06-29 17:46:31 UTC,FALSE,0,0,NA
11024,680499,Mother home more than usual,0,0,0,50.0,TRUE,4986614,2017-06-29 17:45:05 UTC,2017-06-29 17:45:05 UTC,FALSE,0,0,NA
11024,680498,Extended caregiving responsibilities of a parent.,0,0,0,50.0,TRUE,4986612,2017-06-29 17:44:58 UTC,2017-06-29 17:44:58 UTC,FALSE,0,0,NA
11024,680497,father home more than usual,0,0,0,50.0,TRUE,4986614,2017-06-29 17:44:51 UTC,2017-06-29 17:44:51 UTC,FALSE,0,0,NA
11024,680496,Extended illness of the parent,0,0,0,50.0,TRUE,4986612,2017-06-29 17:44:32 UTC,2017-06-29 17:44:32 UTC,FALSE,0,0,NA
11024,680494,PArent comes home early on regular basis,0,0,0,50.0,TRUE,4986614,2017-06-29 17:44:15 UTC,2017-06-29 17:44:15 UTC,FALSE,0,0,NA
11024,680493,The company financial status that the parents being employed.,0,0,0,50.0,TRUE,4986616,2017-06-29 17:43:56 UTC,2017-06-29 17:43:56 UTC,FALSE,0,0,NA
11024,680492,Health of the parents,0,0,0,50.0,TRUE,4986597,2017-06-29 17:42:21 UTC,2017-06-29 17:42:21 UTC,FALSE,0,0,NA
11024,680491,Parental income levels,0,0,0,50.0,TRUE,4986597,2017-06-29 17:41:37 UTC,2017-06-29 17:41:37 UTC,FALSE,0,0,NA
11024,680490,Age of the mother,0,0,0,50.0,TRUE,4986597,2017-06-29 17:41:24 UTC,2017-06-29 17:41:24 UTC,FALSE,0,0,NA
11024,680489,work ethic,0,0,0,50.0,TRUE,4986594,2017-06-29 17:39:55 UTC,2017-06-29 17:39:55 UTC,FALSE,0,0,NA
11024,680488,Parent's industry and work ethic.,0,0,0,50.0,TRUE,4986588,2017-06-29 17:39:50 UTC,2017-06-29 17:39:50 UTC,FALSE,0,0,NA
11024,680486,work ethic,0,0,0,50.0,TRUE,4986578,2017-06-29 17:38:41 UTC,2017-06-29 17:38:41 UTC,FALSE,0,0,NA
11024,680485,Injury or illness of an adult in the family,0,0,0,50.0,TRUE,4986559,2017-06-29 17:37:58 UTC,2017-06-29 17:37:58 UTC,FALSE,0,0,NA
11024,680484,Financial responsibility,0,0,0,50.0,TRUE,4986547,2017-06-29 17:36:05 UTC,2017-06-29 17:36:05 UTC,FALSE,0,0,NA
11024,680483,poor work ethic,0,0,0,50.0,TRUE,4986554,2017-06-29 17:35:55 UTC,2017-06-29 17:35:55 UTC,FALSE,0,0,NA
11024,680482,Family size,0,0,0,50.0,TRUE,4986547,2017-06-29 17:35:41 UTC,2017-06-29 17:35:41 UTC,FALSE,0,0,NA
11024,680481,3,0,0,0,50.0,TRUE,4986561,2017-06-29 17:35:21 UTC,2017-06-29 17:35:21 UTC,FALSE,0,0,NA
11024,680480,Parents Love and Their goodness living,0,0,0,50.0,TRUE,4986549,2017-06-29 17:34:55 UTC,2017-06-29 17:34:55 UTC,FALSE,0,0,NA
11024,680479,Previous year's gross household income.,0,0,0,50.0,TRUE,4986556,2017-06-29 17:34:43 UTC,2017-06-29 17:34:43 UTC,FALSE,0,0,NA
