Vote ID,Session ID,Wikisurvey ID,Winner ID,Winner Text,Loser ID,Loser Text,Prompt ID,Appearance ID,Left Choice ID,Right Choice ID,Created at,Updated at,Response Time (s),Missing Response Time Explanation,Valid,Hashed IP Address,URL Alias,User Agent,Referrer,Widget,Info
16940645,4986347,11023,680007,Number of parental romantic relationships,680002,Mother's incarceration,25294894,23518319,680007,680002,2017-06-29 16:56:22 UTC,2017-06-29 16:56:22 UTC,2.724,"",TRUE,f65d5ba581a7cb861083be563619aa18,ff_job_training_mturk,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",https://princetonsurvey.az1.qualtrics.com/jfe/form/SV_b7M953WPrnfdnq5,TRUE,NA
16940647,4986347,11023,679999,Foreign-born father,680003,Mother's multiple-job holding,25294892,23518322,680003,679999,2017-06-29 16:56:24 UTC,2017-06-29 16:56:24 UTC,1.306,"",TRUE,f65d5ba581a7cb861083be563619aa18,ff_job_training_mturk,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",https://princetonsurvey.az1.qualtrics.com/jfe/form/SV_b7M953WPrnfdnq5,TRUE,NA
16940648,4986347,11023,680011,Child's race,679996,Father's incarceration,25294896,23518324,679996,680011,2017-06-29 16:56:27 UTC,2017-06-29 16:56:27 UTC,2.439,"",TRUE,f65d5ba581a7cb861083be563619aa18,ff_job_training_mturk,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",https://princetonsurvey.az1.qualtrics.com/jfe/form/SV_b7M953WPrnfdnq5,TRUE,NA
16940650,4986347,11023,680001,Mother's age at childbirth,680013,Father's education,25294898,23518326,680001,680013,2017-06-29 16:56:30 UTC,2017-06-29 16:56:30 UTC,1.806,"",TRUE,f65d5ba581a7cb861083be563619aa18,ff_job_training_mturk,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",https://princetonsurvey.az1.qualtrics.com/jfe/form/SV_b7M953WPrnfdnq5,TRUE,NA
16940652,4986353,11023,679992,Child's birth weight,680008,Parents are in cohabiting partnership,25294904,23518334,680008,679992,2017-06-29 16:56:34 UTC,2017-06-29 16:56:34 UTC,1.305,"",TRUE,f65d5ba581a7cb861083be563619aa18,ff_job_training_mturk,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",https://princetonsurvey.az1.qualtrics.com/jfe/form/SV_b7M953WPrnfdnq5,TRUE,NA
16940653,4986353,11023,680013,Father's education,680003,Mother's multiple-job holding,25294905,23518335,680003,680013,2017-06-29 16:56:35 UTC,2017-06-29 16:56:35 UTC,0.815,"",TRUE,f65d5ba581a7cb861083be563619aa18,ff_job_training_mturk,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",https://princetonsurvey.az1.qualtrics.com/jfe/form/SV_b7M953WPrnfdnq5,TRUE,NA
16940654,4986348,11023,680015,Household size,680001,Mother's age at childbirth,25294895,23518320,680015,680001,2017-06-29 16:56:36 UTC,2017-06-29 16:56:36 UTC,14.966,"",TRUE,f65d5ba581a7cb861083be563619aa18,ff_job_training_mturk,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.104 Safari/537.36",https://princetonsurvey.az1.qualtrics.com/jfe/form/SV_b7M953WPrnfdnq5,TRUE,NA
16940655,4986353,11023,679993,Existing number of siblings,679994,Father absent at time of birth,25294906,23518336,679994,679993,2017-06-29 16:56:36 UTC,2017-06-29 16:56:36 UTC,0.558,"",TRUE,f65d5ba581a7cb861083be563619aa18,ff_job_training_mturk,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",https://princetonsurvey.az1.qualtrics.com/jfe/form/SV_b7M953WPrnfdnq5,TRUE,NA
16940656,4986347,11023,680014,Household income,679997,Father's multiple-job holding,25294902,23518331,679997,680014,2017-06-29 16:56:37 UTC,2017-06-29 16:56:37 UTC,0.923,"",TRUE,f65d5ba581a7cb861083be563619aa18,ff_job_training_mturk,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",https://princetonsurvey.az1.qualtrics.com/jfe/form/SV_b7M953WPrnfdnq5,TRUE,NA
16940657,4986353,11023,679994,Father absent at time of birth,680012,Divorce or separation,25294908,23518338,680012,679994,2017-06-29 16:56:37 UTC,2017-06-29 16:56:37 UTC,0.758,"",TRUE,f65d5ba581a7cb861083be563619aa18,ff_job_training_mturk,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",https://princetonsurvey.az1.qualtrics.com/jfe/form/SV_b7M953WPrnfdnq5,TRUE,NA
16940658,4986353,11023,679994,Father absent at time of birth,679999,Foreign-born father,25294911,23518341,679999,679994,2017-06-29 16:56:38 UTC,2017-06-29 16:56:38 UTC,0.618,"",TRUE,f65d5ba581a7cb861083be563619aa18,ff_job_training_mturk,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",https://princetonsurvey.az1.qualtrics.com/jfe/form/SV_b7M953WPrnfdnq5,TRUE,NA
